context_id	target	target_pos	target_position	gold_sense_ids	predict_sense_ids	golden_related	predict_related	context
board.n.65	board	n	103,108	board%1:27:00::/4		wale,deal,plank,strake,lumber,board,chipboard,hardboard,matchboard,skid,timber		The middle board has a crack in it some eight inches long, a quarter of an inch wide at the end of the board, narrowing to nothing along a particular curved arc.
board.n.66	board	n	134,139	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Historically, LSEO letter-writing campaigns generated from $11,000 to $25,000 annually, recalls Dallas Ferguson, a Tulsa attorney and board president of the new LASO.
board.n.67	board	n	51,56	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		The study was approved by the institutional review board and a written informed consent was obtained from each participant at the beginning of the study.
board.n.68	board	n	50,55	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		so few women beyond a certain level so few in the board room and and so forth and so they they shared some of the ideas they their companies were had uh instituted as far as uh uh
board.n.69	board	n	215,220	board%1:06:03::/4		display board,display panel,video display,big board,display,board		They also praise the film's "flair," "wit," and willingness to make fun of itself (Leonard Klady, Daily Variety ). (Visit "Chucky's Toybox," an unofficial fan site that has film clips, pictures, news, and a message board all about Chucky.)
board.n.70	board	n	126,131	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		The WP is using the occasion of the recent takeover of many departments of the Washington, D.C. government by a new governing board as an opportunity to look carefully at some of the city messes that need cleaning up.
board.n.71	board	n	4,9	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		The board overseeing the state Office of Crime Victim Reparations [CVR] has voted to deny a stopgap funding request from the two organizations.
board.n.73	board	n	732,737	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Yeah, yeah because some of, like my aunt who just died was a bookkeeper who worked at a lot of local businesses and was extremely gregarious, so I think she was probably on a first name basis with a awful lot of the people who shopped downtown or whoever went downtown she was she lived there all her life and just knew a lot of people and they sort of come out of that kind of, that Irish tradition like everybody's your friend, everybody's your neighbor and even people that, ah should be fairly casually, she'd greet those people by name and know a little bit about them, ah, and so yeah she's, ah, and my cousin, one of my cousins, has a couple of businesses in town and I think is relatively well-known is on some sort of city board, or something like that.
board.n.74	board	n	158,163	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		"Could it be that the Brooklyn," Rich asks, "a struggling museum in an outer borough, is easier to bully than a Manhattan cultural mecca with a heavy-hitting board bulging with Giuliani fat cats?"
board.n.75	board	n	70,75	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		An inside NYT piece reports that seven men, including a member of the board of the principal U.S.
board.n.76	board	n	97,103	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Banked STOP DNA samples were anonymized according to a plan approved by the Institutional Review Boards of the Medical College of Georgia and the New England Research Institute.
board.n.77	board	n	231,237	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		For demographic trends and the financial outlook for the Social Security and Medicare Hospital Insurance programs, we used the intermediate actuarial projections, which reflect the best estimate of the Social Security and Medicare Boards of Trustees.
board.n.78	board	n	19,24	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		you know or school board wide or you know what i'm saying narrow the topic a little and see if if we don't uh recognize some trends there
board.n.79	board	n	143,148	board%1:06:03::/4		display board,display panel,video display,big board,display,board		Both of them lead rich nonvirtual lives in faraway locales, so we appreciate their involvement in and dedication to Slate's community bulletin board.
board.n.80	board	n	99,104	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Recommendation: At this time of increased and consolidated government authority, there should be a board within the executive branch to oversee adherence to the guidelines we recommend and the commitment the government makes to defend our civil liberties.
board.n.81	board	n	147,153	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Later in 2002, building on this panel, the Virginia State Planning Assembly began creating an action plan of goals for obtaining diverse staff and boards, growing a diverse corps of leaders and deeper engagement with the client community.
board.n.82	board	n	72,77	board%1:06:03::/4		display board,display panel,video display,big board,display,board		Another Fan Page has a set of good links about the affair and a message board, too, though on last visit, it was no longer available.
board.n.83	board	n	144,149	board%1:06:00::/4		scoreboard,notice board,snowboard,workboard,mortarboard,flat solid,palette,sheet,aquaplane,planchette,trencher,pallet,bread board,kneeler,springboard,board,wakeboard,wake board,sideboard,floorboard,drafting board,chopping board,drawing board,breadboard,work-board,hawk,floor board,surfboard,drainboard,skateboard,dry wall,bulletin board,draining board,cutting board,drywall,wallboard,ironing board		Here the scale of warring shapes and prints is attuned to the female shape underneath, so the result is a modern garment, not a modern sandwich board.
board.n.84	board	n	321,327	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		USA Today leads with the news that juvenile violent crime has dropped more than 9 percent in the past year, the Los Angeles Times with the word that the U.S. is likely to OK nuclear power deals between U.S. firms and China, and the Washington Post with the news that President Clinton is about to propose civilian review boards to oversee the IRS.
board.n.85	board	n	14,19	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		He joined the board of "Back to Business," a group of prominent Democrats dedicated to responding to attacks on the Clintons' integrity.
board.n.86	board	n	183,188	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Monsieur Gendron wrote back saying that he had requested a subvention (grant) in the annex (appendix) to his planification (policy) budget to the confessional (denominational) school board in order that formation modalities (training methods) could be created to make teachers more dynamic animators (group leaders).
board.n.87	board	n	165,170	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		which was at times that was difficult you know we he made time when we needed it but he's a very very busy person He works his job and a half and he's on the school board and everything so he's he's rarely home
board.n.88	board	n	26,31	board%1:06:03::/4		display board,display panel,video display,big board,display,board		You've never seen a white board used in real technical development, have you?
board.n.89	board	n	10,16	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Orchestra boards believe that a star like Muti sells tickets, even to the majority of concerts he doesn't conduct.
board.n.90	board	n	11,16	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Last year, board members on the former Legal Aid of Central Texas and Bexar County Legal Aid resisted the merger, saying that the mergers were done illegally and without the input of board members.
board.n.91	board	n	26,31	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		The chairman of Goddard's board of trustees dismissed the faculty wrath as "labor negotiations tactics" and described the call for a new president consistent with Goddard College tradition: The school has had six presidents in the last decade.
board.n.92	board	n	33,38	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		The Tech Center is governed by a board of directors composed of representatives of the collaborative partners, and is currently housed at Chicago Kent College of Law.
board.n.93	board	n	181,186	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Another book about Bartoli and her contemporaries is being written by Manuela Hoelterhoff, the former opera critic of the Wall Street Journal , who is now a member of its editorial board.
board.n.94	board	n	110,115	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		uh the uh achievement for the let's see how are they putting that uh the school let's see the academic report board review board uh the dean's being it more involved with the athletes
board.n.95	board	n	282,288	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		This discussion was co-facilitated by Colleen Cotter (Indiana Legal Services) and Robert Gross (LSC) and focused on the challenges of creating a service delivery model that is client-centered through client leadership in the state planning process and through client involvement on boards of directors.
board.n.96	board	n	49,55	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Most agencies in Texas are run by commissions or boards whose members outlast the governor who appointed them.
board.n.97	board	n	227,232	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Understanding how CIOs of leading organizations approach their work, and acknowledging those aspects of the federal CIO environment that limit the ability to implement similar strategies, may prompt congressional and executive board discussions about the need for future legislation and policy changes.
board.n.98	board	n	278,283	board%1:14:00::/4		directorate,planning board,board of selectmen,board of education,appeal board,committee,appeals board,board of directors,zoning board,federal reserve board,draft board,governing board,commission,board,school board,advisory board,board of appeals		Having been through those huge postwar sci-fi voting machines, and then those infernal punch-card contraptions seemingly designed to deny the franchise to the bottom nine-tenths of the bell curve, we especially enjoyed the new technological breakthrough adopted by the election board (or whoever) here in suburban Seattle.
book.n.1	book	n	31,35	book%1:06:00::/3,book%1:10:00::/4		schoolbook,picture book,text,pharmacopeia,hardcover,book of facts,playbook,appointment book,sketchbook,order book,text edition,copybook,school text,production,pop-up,folder,prayer book,curiosa,appointment calendar,volume,textbook,brochure,bestiary,review copy,novel,catechism,pamphlet,hardback,soft-cover,softback,paperback,reference,soft-cover book,authority,prayerbook,sketch block,trade edition,sketch pad,yearbook,album,folio,storybook,trade book,catalogue,book,softback book,phrase book,product,paperback book,reference book,booklet,journal,songbook,paper-back book,catalog,notebook,publication,reference work,leaflet,formulary,workbook,pop-up book,tome,coffee-table book		There isn't a dull page in the book.
book.n.2	book	n	221,226	book%1:06:00::/4		paperback,paperback book,picture book,journal,product,paper-back book,volume,hardcover,sketch block,softback,sketch pad,production,album,sketchbook,folio,novel,order book,soft-cover book,notebook,book,hardback,soft-cover,softback book,coffee-table book		"He was given two cells, one of which he turned into a library and filled with antiquarian books; he was allowed to practise his flute and paint water-colours; and he was even allowed a knife, to cut the pages of the old books, although in the end he used it to slice off his penis."
book.n.3	book	n	222,227	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		Top revelations include that at one point, Gingrich was so stressed out that he went off his diet, and that at another, he successfully smoothed over ruffled Democratic feathers by sending over inscribed copies of his two books.
book.n.4	book	n	52,56	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		Again, the form preceded the content: He imagined a book that would journey in a straight line across Interstate 80.
book.n.5	book	n	130,135	book%1:06:00::/1,book%1:10:00::/4		schoolbook,picture book,text,pharmacopeia,hardcover,book of facts,playbook,appointment book,sketchbook,order book,text edition,copybook,school text,production,pop-up,folder,prayer book,curiosa,appointment calendar,volume,textbook,brochure,bestiary,review copy,novel,catechism,pamphlet,hardback,soft-cover,softback,paperback,reference,soft-cover book,authority,prayerbook,sketch block,trade edition,sketch pad,yearbook,album,folio,storybook,trade book,catalogue,book,softback book,phrase book,product,paperback book,reference book,booklet,journal,songbook,paper-back book,catalog,notebook,publication,reference work,leaflet,formulary,workbook,pop-up book,tome,coffee-table book		We as a people must be willing to ensure at the minimum that the kids have a qualified teacher at the front of the room, a set of books, and a safe school.
book.n.6	book	n	8,12	book%1:06:00::/2,book%1:10:00::/4		schoolbook,picture book,text,pharmacopeia,hardcover,book of facts,playbook,appointment book,sketchbook,order book,text edition,copybook,school text,production,pop-up,folder,prayer book,curiosa,appointment calendar,volume,textbook,brochure,bestiary,review copy,novel,catechism,pamphlet,hardback,soft-cover,softback,paperback,reference,soft-cover book,authority,prayerbook,sketch block,trade edition,sketch pad,yearbook,album,folio,storybook,trade book,catalogue,book,softback book,phrase book,product,paperback book,reference book,booklet,journal,songbook,paper-back book,catalog,notebook,publication,reference work,leaflet,formulary,workbook,pop-up book,tome,coffee-table book		The fat book here surveys the hundreds of books and articles already written about Rockefeller and re-examines transactions, business partners, and supporting characters in skillful--though excessive--detail.
book.n.7	book	n	48,52	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		The first thing one notices, paging through the book, is that objects, both natural and man-made, looked larger and more heroic in those days, if only because the people were fewer.
book.n.8	book	n	114,119	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		This explains the growing interest in Internet voting, which promises to do for democracy what Amazon.com did for books.
book.n.9	book	n	16,21	book%1:06:00::/4		paperback,paperback book,picture book,journal,product,paper-back book,volume,hardcover,sketch block,softback,sketch pad,production,album,sketchbook,folio,novel,order book,soft-cover book,notebook,book,hardback,soft-cover,softback book,coffee-table book		Eighty thousand books were placed in quarantine in October, then sent to a local deep-freeze facility where a weeklong sub-zero treatment was used to exterminate the lice.
book.n.10	book	n	91,95	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		In part, this may be because Frum is a bit of a snob; practically the only argument in the book that strikes Chatterbox as truly passionate is Frum's withering denunciation of the old-line northern Protestant sects for failing, in trying to make Christianity more "relevant," to attract new members.
book.n.11	book	n	110,114	book%1:10:02::/4		card,record book,record,scorecard,book,won-lost record,logbook,fact		The WP reports that the Baltimore Sun has fired a music critic for lifting a paragraph from a music reference book.
book.n.12	book	n	39,43	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		Even if we had some sort of electronic book that was convenient and had a good screen, physical books, in dead-tree editions, are still superior on so many grounds that they'll be around for a while.
book.n.13	book	n	107,111	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		McCain's speeches are extremely well written, thanks to his gifted ghost Mark Salter, who helped write his book Faith of My Fathers .
book.n.14	book	n	95,99	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		Chatterbox phoned Eric Klinenberg, a Ph.D. candidate in sociology at Berkeley, who's writing a book about the 1995 Chicago heat wave, to dig deeper.
book.n.16	book	n	16,20	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		Ted Bernstein's book never worked well for me, but I might not be a fair touchstone in such matters.
book.n.17	book	n	35,40	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		The world of buildings depicted in books and magazines is a scaleless, self-sufficient place.
book.n.18	book	n	26,31	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		There have been countless books, chapters, and articles written about Murrieta or about the legend of this famous Mexican bandito.
book.n.19	book	n	38,42	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		Accordingly, the last chapter of this book is devoted to our reflections on the impact of channel integration on certain public policy issues.
book.n.20	book	n	80,85	book%1:10:02::/2,book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,scorecard,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,storybook,trade book,catalogue,book,formulary,pop-up,folder,curiosa,appointment calendar,reference book,booklet,songbook,catalog,won-lost record,brochure,bestiary,card,prayer book,review copy,catechism,record book,textbook,pamphlet,reference work,phrase book,leaflet,record,workbook,logbook,pop-up book,tome,fact,trade edition		I mean, Joe Schmoe on the street is not someone who's read all sorts of biology books."
book.n.21	book	n	143,147	book%1:10:03::/4		section,book,subdivision,epistle		The article, published in 1994 in a prestigious, peer-reviewed journal called Statistical Science , argued with unnerving force that the first book of the Bible contains embedded codes that predict events that long postdate its writing and that these codes are, statistically speaking, "not due to chance."
book.n.22	book	n	163,167	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		I am honored to note, in memorium, that my friend and colleague Robert Rosen first explored some of these issues and some others of those touched upon here in his book Life Itself.
book.n.23	book	n	261,265	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		If your writer had been really incisive, she might have raised questions in the opposite direction: Do big advances like the one Stephanopoulos received increase the pressure on him to include some--perhaps false--"revelation" that can be used in promoting the book?
book.n.24	book	n	8,12	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		In that book, Hochschild explored the dilemmas faced by two-career marriages, in which, she found, women still shouldered the bulk of the child care and housework.
book.n.25	book	n	171,175	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		The result was what you'd expect: The first wave of publicity was either credulous or angry, but short on evidence, because nobody had had time to digest and evaluate the book carefully.
book.n.26	book	n	85,89	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		. It's called "fair use," and is comparable to the quotation of a short passage of a book in a review.
book.n.27	book	n	89,93	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		Author J. Randy Taraborrelli has been somewhat cagey, but early reports suggest that the book will be full of salacious details about Frank's seven-year affair with Monroe, other extracurricular activities, and an aborted Mob hit on him.
book.n.28	book	n	54,58	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		Rat-choice theorist Samuel Popkin writes (in his 1991 book, The Reasoning Voter ): "Everybody's business is nobody's business.
book.n.29	book	n	155,160	book%1:06:00::/4		paperback,paperback book,picture book,journal,product,paper-back book,volume,hardcover,sketch block,softback,sketch pad,production,album,sketchbook,folio,novel,order book,soft-cover book,notebook,book,hardback,soft-cover,softback book,coffee-table book		Typical options were puzzles, picture-matching and picture-sequencing tasks, letter tracing, small construction blocks, containers with water for pouring, books, and crayons and other tools for drawing and writing.
book.n.30	book	n	66,70	book%1:10:02::/2,book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,scorecard,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,storybook,trade book,catalogue,book,formulary,pop-up,folder,curiosa,appointment calendar,reference book,booklet,songbook,catalog,won-lost record,brochure,bestiary,card,prayer book,review copy,catechism,record book,textbook,pamphlet,reference work,phrase book,leaflet,record,workbook,logbook,pop-up book,tome,fact,trade edition		In the meantime, it should be stated for the record that your own book on the history of the abortion wars is a marvel of substance and you should not necessarily be judged by the lowbrow online company you've been keeping all week.
book.n.31	book	n	31,35	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		In a foreword to Duke's latest book, a 700-page autobiography judged by hate group watchers to be the most naked statement yet of the former KKK grand wizard's racist views, Whitney calls Duke a "seeker of truth," comparing him to Enlightenment philosopher Voltaire and declaring his vision of racially segregated societies to be based on "good science."
book.n.32	book	n	39,43	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		The critics are not impressed with the book's confusing nonchronological structure.
book.n.33	book	n	10,14	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		The cover book review pans Norman Mailer's autobiography of Jesus ( The Gospel According to the Son ) as an unimaginative imitation of the real Gospels.
book.n.34	book	n	133,137	book%1:10:00::/4		schoolbook,reference,text,pharmacopeia,authority,prayerbook,pamphlet,book of facts,playbook,appointment book,yearbook,publication,text edition,copybook,school text,trade book,catalogue,appointment calendar,pop-up,folder,curiosa,book,reference book,booklet,songbook,catalog,textbook,brochure,bestiary,prayer book,review copy,catechism,storybook,reference work,phrase book,leaflet,formulary,workbook,pop-up book,tome,trade edition		I love the fact that Amazon knows who I am and can recommend books to me when I come to their home page (they've yet to recommend my book to me, but I'm sure they'll get around to that soon enough).
